Date,PhaseName,Rank,Medal,Person/Team,Country, ,Age (days),Result
14-Aug-2016,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2016,39,,"Lorrane Oliveira (BRA, 13 Apr 1998)",Brazil,,18-123,14.158
14-Aug-2016,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2016,67,,"Flávia Saraiva (BRA, 30 Sep 1999)",Brazil,,16-319,12.733
14-Aug-2016,Sailing RS:X Men - Olympic Games 2016,7,,"Ricardo Santos (BRA, 08 May 1980)",Brazil,,36-098,118
14-Aug-2016,Sailing RS:X Women - Olympic Games 2016,8,,"Patricia Freitas (BRA, 10 Mar 1990)",Brazil,,26-157,80
14-Aug-2016,Shooting 50m Rifle 3 Positions Men - Olympic Games 2016,44,,"Cássio Rippel (BRA, 02 May 1978)",Brazil,,38-104,1129
14-Aug-2016,Tennis Doubles Mixed - Olympic Games 2016,5,,Melo / Pereira,Brazil,,30-176,
14-Aug-2016,Tennis Doubles Women - Olympic Games 2016,17,,Pereira / Gonçalves,Brazil,,27-014,
14-Aug-2016,Tennis Singles Men - Olympic Games 2016,5,,"Thomaz Bellucci (BRA, 30 Dec 1987)",Brazil,,28-228,
14-Aug-2016,Tennis Singles Men - Olympic Games 2016,17,,"Rogério Dutra Silva (BRA, 03 Feb 1984)",Brazil,,32-193,
13-Aug-2016,Athletics 100m Women - Olympic Games 2016,18,,"Rosângela Santos (BRA, 20 Dec 1990)",Brazil,,25-237,11.23
13-Aug-2016,Athletics 100m Women - Olympic Games 2016,46,,"Franciela Krasucki (BRA, 26 Apr 1988)",Brazil,,28-109,11.67
13-Aug-2016,Athletics Heptathlon Women - Olympic Games 2016,23,,"Vanessa Chefer Spinola (BRA, 05 Mar 1990)",Brazil,,26-161,6024
13-Aug-2016,Athletics Long Jump Men - Olympic Games 2016,28,,"Higor Alves (BRA, 23 Feb 1994)",Brazil,,22-172,7.59
13-Aug-2016,Gymnastics - Trampolining Individual Trampoline Men - Olympic Games 2016,15,,"Rafael Andrade (BRA, 07 May 1986)",Brazil,,30-098,76.145
13-Aug-2016,Shooting 25m Rapid Fire Pistol Men - Olympic Games 2016,13,,"Emerson Duarte (BRA, 18 Oct 1971)",Brazil,,44-300,578
13-Aug-2016,Shooting Skeet Men - Olympic Games 2016,22,,"Renato Portela (BRA, 05 Dec 1962)",Brazil,,53-252,116
13-Aug-2016,Swimming 4 x 100m Medley Relay Men - Olympic Games 2016,6,,Brazil,Brazil,,27-340,3:32.84
13-Aug-2016,Swimming 4 x 100m Medley Relay Women - Olympic Games 2016,13,,Brazil,Brazil,,22-148,4:02.83
13-Aug-2016,Swimming 50m Freestyle Women - Olympic Games 2016,8,,"Etiene Medeiros (BRA, 24 May 1991)",Brazil,,25-081,24.69
13-Aug-2016,Swimming 50m Freestyle Women - Olympic Games 2016,40,,"Graciele Herrmann (BRA, 01 Jan 1992)",Brazil,,24-225,25.60
13-Aug-2016,Swimming 1500m Freestyle Men - Olympic Games 2016,29,,"Brandonn Almeida (BRA, 16 Mar 1997)",Brazil,,19-150,15:14.73
13-Aug-2016,Swimming 1500m Freestyle Men - Olympic Games 2016,31,,"Miguel Valente (BRA, 16 Jul 1993)",Brazil,,23-028,15:22.57
13-Aug-2016,Tennis Singles Women - Olympic Games 2016,33,,"Teliana Pereira (BRA, 20 Jul 1988)",Brazil,,28-024,
12-Aug-2016,Archery Individual Men - Olympic Games 2016,17,,"Bernardo Oliveira (BRA, 08 Jun 1993)",Brazil,,23-065,
12-Aug-2016,Archery Individual Men - Olympic Games 2016,33,,"Daniel Rezende Xavier (BRA, 31 Aug 1982)",Brazil,,33-347,
12-Aug-2016,Archery Individual Men - Olympic Games 2016,33,,"Marcus D’Almeida (BRA, 30 Jan 1998)",Brazil,,18-195,
12-Aug-2016,Athletics 20km Walk Men - Olympic Games 2016,4,,"Caio Bonfim (BRA, 19 Mar 1991)",Brazil,,25-146,1:19:42
12-Aug-2016,Athletics 20km Walk Men - Olympic Games 2016,63,,"Moacir Zimmermann (BRA, 30 Dec 1983)",Brazil,,32-226,1:33:58
12-Aug-2016,Athletics 20km Walk Men - Olympic Games 2016,DNF,,"José Alessandro Bagio (BRA, 16 Apr 1981)",Brazil,,35-118,
12-Aug-2016,Athletics 10000m Women - Olympic Games 2016,31,,"Tatiele Roberta De Carvalho (BRA, 22 Nov 1989)",Brazil,,26-264,32:38.21
12-Aug-2016,Athletics Shot Put Women - Olympic Games 2016,9,,"Geisa Arcanjo (BRA, 19 Sep 1991)",Brazil,,24-328,18.16
12-Aug-2016,Equestrian - Dressage Team Open - Olympic Games 2016,10,,Brazil,Brazil,,21-229,67.562
12-Aug-2016,Fencing Team Foil Men - Olympic Games 2016,8,,Brazil,Brazil,,26-071,
12-Aug-2016,Judo +78kg Women - Olympic Games 2016,9,,"Maria Suelen Altheman (BRA, 12 Aug 1988)",Brazil,,28-000,
12-Aug-2016,Judo +100kg Men - Olympic Games 2016,3,B,"Rafael Silva (BRA, 11 May 1987)",Brazil,,29-093,
12-Aug-2016,Rowing Lightweight Double Sculls Men - Olympic Games 2016,14,,Vela Maggi / Giaretton,Brazil,,26-163,6:44.80
12-Aug-2016,Rowing Lightweight Double Sculls Women - Olympic Games 2016,15,,Leal Ferreira / Cozzi,Brazil,,31-353,7:44.78
12-Aug-2016,Shooting Skeet Women - Olympic Games 2016,21,,"Daniela Carraro (BRA, 25 Mar 1985)",Brazil,,31-140,58
12-Aug-2016,Swimming 50m Freestyle Men - Olympic Games 2016,6,,"Bruno Fratus (BRA, 30 Jun 1989)",Brazil,,27-043,21.79
12-Aug-2016,Swimming 50m Freestyle Men - Olympic Games 2016,15,,"Ítalo Duarte (BRA, 13 Mar 1992)",Brazil,,24-152,22.05
12-Aug-2016,Swimming 100m Butterfly Men - Olympic Games 2016,21,,"Henrique Martins (BRA, 14 Nov 1991)",Brazil,,24-272,52.42
12-Aug-2016,Swimming 100m Butterfly Men - Olympic Games 2016,34,,"Marcos Macedo (BRA, 09 Sep 1990)",Brazil,,25-338,53.87
12-Aug-2016,Tennis Doubles Men - Olympic Games 2016,5,,Soares / Melo,Brazil,,33-246,
12-Aug-2016,Tennis Doubles Men - Olympic Games 2016,9,,Sá / Bellucci,Brazil,,33-345,
11-Aug-2016,Archery Individual Women - Olympic Games 2016,9,,"Ane Marcelle Dos Santos (BRA, 12 Jan 1994)",Brazil,,22-212,
11-Aug-2016,Archery Individual Women - Olympic Games 2016,33,,"Sarah Nikitin (BRA, 27 Dec 1988)",Brazil,,27-228,
11-Aug-2016,Archery Individual Women - Olympic Games 2016,33,,"Marina Gobbi (BRA, 01 Apr 1989)",Brazil,,27-132,
11-Aug-2016,Canoe Slalom K1 Women - Olympic Games 2016,17,,"Ana Satila (BRA, 13 Mar 1996)",Brazil,,20-151,110.80
11-Aug-2016,Fencing Team Epee Women - Olympic Games 2016,9,,Brazil,Brazil,,25-050,
11-Aug-2016,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2016,11,,"Rebeca Andrade (BRA, 08 May 1999)",Brazil,,17-095,56.965
11-Aug-2016,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2016,24,,"Jade Barbosa (BRA, 01 Jul 1991)",Brazil,,25-041,
11-Aug-2016,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2016,27,,"Flávia Saraiva (BRA, 30 Sep 1999)",Brazil,,16-316,56.532
11-Aug-2016,Judo 78kg Women - Olympic Games 2016,3,B,"Mayra Aguiar (BRA, 03 Aug 1991)",Brazil,,25-008,
11-Aug-2016,Judo 100kg Men - Olympic Games 2016,9,,"Rafael Buzacarini (BRA, 06 Oct 1991)",Brazil,,24-310,
11-Aug-2016,Rugby Sevens Team Men - Olympic Games 2016,12,,Brazil,Brazil,,26-114,
11-Aug-2016,Shooting 50m Rifle 3 Positions Women - Olympic Games 2016,37,,"Rosane Budag (BRA, 27 Aug 1973)",Brazil,,42-350,550
11-Aug-2016,Swimming 100m Freestyle Women - Olympic Games 2016,16,,"Etiene Medeiros (BRA, 24 May 1991)",Brazil,,25-079,54.59
11-Aug-2016,Swimming 100m Freestyle Women - Olympic Games 2016,21,,"Larissa Oliveira (BRA, 16 Feb 1993)",Brazil,,23-177,54.72
11-Aug-2016,Swimming 200m Backstroke Men - Olympic Games 2016,13,,"Leonardo de Deus (BRA, 18 Jan 1991)",Brazil,,25-206,1:57.67
11-Aug-2016,Swimming 200m Individual Medley Men - Olympic Games 2016,7,,"Thiago Pereira (BRA, 26 Jan 1986)",Brazil,,30-198,1:58.02
11-Aug-2016,Swimming 200m Individual Medley Men - Olympic Games 2016,9,,"Henrique Rodrigues (BRA, 04 Feb 1991)",Brazil,,25-189,1:59.23
11-Aug-2016,Table Tennis Singles Men - Olympic Games 2016,9,,"Hugo Calderano (BRA, 22 Jun 1996)",Brazil,,20-050,
11-Aug-2016,Table Tennis Singles Men - Olympic Games 2016,49,,"Gustavo Tsuboi (BRA, 31 May 1985)",Brazil,,31-072,
10-Aug-2016,Canoe Slalom K1 Men - Olympic Games 2016,6,,"Pedro Gonçalves (BRA, 12 Apr 1993)",Brazil,,23-120,91.54
10-Aug-2016,Diving 3m Springboard Synchro Men - Olympic Games 2016,8,,Matos / Outerelo,Brazil,,25-359,332.61
10-Aug-2016,Fencing Individual Foil Women - Olympic Games 2016,30,,"Tais De Morais Rochel (BRA, 16 Oct 1983)",Brazil,,32-299,
10-Aug-2016,Fencing Individual Foil Women - Olympic Games 2016,31,,"Ana Beatriz Bulcão (BRA, 04 Dec 1993)",Brazil,,22-250,
10-Aug-2016,Fencing Individual Sabre Men - Olympic Games 2016,21,,"Renzo Agresta (BRA, 27 Jun 1985)",Brazil,,31-044,
10-Aug-2016,Gymnastics - Artistic Individual All-Around Men - Olympic Games 2016,9,,"Sergio Sasaki (BRA, 31 Mar 1992)",Brazil,,24-132,89.198
10-Aug-2016,Gymnastics - Artistic Individual All-Around Men - Olympic Games 2016,17,,"Arthur Mariano (BRA, 18 Sep 1993)",Brazil,,22-327,87.331
10-Aug-2016,Gymnastics - Artistic Individual All-Around Men - Olympic Games 2016,26,,"Francisco Barretto (BRA, 31 Oct 1989)",Brazil,,26-284,86.532
10-Aug-2016,Judo 70kg Women - Olympic Games 2016,9,,"Maria Portela (BRA, 14 Jan 1988)",Brazil,,28-209,
10-Aug-2016,Judo 90kg Men - Olympic Games 2016,9,,"Tiago Camilo (BRA, 24 May 1982)",Brazil,,34-078,
10-Aug-2016,Swimming 4 x 200m Freestyle Relay Women - Olympic Games 2016,11,,Brazil,Brazil,,23-147,7:55.68
10-Aug-2016,Swimming 100m Freestyle Men - Olympic Games 2016,8,,"Marcelo Chierighini (BRA, 15 Jan 1991)",Brazil,,25-208,48.41
10-Aug-2016,Swimming 100m Freestyle Men - Olympic Games 2016,28,,"Nicolas Oliveira (BRA, 04 Aug 1987)",Brazil,,29-006,49.05
10-Aug-2016,Swimming 200m Breaststroke Men - Olympic Games 2016,29,,"Tales Cerdeira (BRA, 21 Jan 1987)",Brazil,,29-202,2:12.83
10-Aug-2016,Swimming 200m Breaststroke Men - Olympic Games 2016,36,,"Thiago Simon (BRA, 03 Apr 1990)",Brazil,,26-129,2:15.01
10-Aug-2016,Swimming 200m Butterfly Women - Olympic Games 2016,24,,"Joanna Maranhão (BRA, 29 Apr 1987)",Brazil,,29-103,2:10.69
10-Aug-2016,Table Tennis Singles Women - Olympic Games 2016,33,,"Lin Gui (BRA, 01 Oct 1993)",Brazil,,22-314,
10-Aug-2016,Table Tennis Singles Women - Olympic Games 2016,49,,"Caroline Kumahara (BRA, 27 Jul 1995)",Brazil,,21-014,
09-Aug-2016,Canoe Slalom C1 Men - Olympic Games 2016,16,,"Felipe Borges (BRA, 16 Nov 1994)",Brazil,,21-267,105.14
09-Aug-2016,Diving 10m Platform Synchro Women - Olympic Games 2016,8,,Pedroso / Oliveira,Brazil,,19-014,280.98
09-Aug-2016,Equestrian - Eventing Individual Open - Olympic Games 2016,18,,Parro (Summon Up The Blood),Brazil,,37-065,75.30
09-Aug-2016,Equestrian - Eventing Individual Open - Olympic Games 2016,25,,Carvalho Jorge (Lissy Mac Wayer),Brazil,,41-194,88.00
09-Aug-2016,Equestrian - Eventing Individual Open - Olympic Games 2016,39,,Appel (Iberon Jmen),Brazil,,37-221,137.60
09-Aug-2016,Equestrian - Eventing Individual Open - Olympic Games 2016,EL,,Fonseca (Tom Bombadill Too),Brazil,,,
09-Aug-2016,Equestrian - Eventing Team Open - Olympic Games 2016,7,,Brazil,Brazil,,39-319,280.90
09-Aug-2016,Fencing Individual Epee Men - Olympic Games 2016,32,,"Athos Schwantes (BRA, 13 Feb 1985)",Brazil,,31-178,
09-Aug-2016,Fencing Individual Epee Men - Olympic Games 2016,35,,"Guilherme Melaragno (BRA, 09 Aug 1993)",Brazil,,23-000,
09-Aug-2016,Fencing Individual Epee Men - Olympic Games 2016,37,,"Nicolas Ferreira (BRA, 25 Sep 1992)",Brazil,,23-319,
09-Aug-2016,Gymnastics - Artistic Team Women - Olympic Games 2016,8,,Brazil,Brazil,,21-327,172.087
09-Aug-2016,Judo 63kg Women - Olympic Games 2016,5,,"Mariana Silva (BRA, 22 Feb 1990)",Brazil,,26-169,
09-Aug-2016,Judo 81kg Men - Olympic Games 2016,9,,"Victor Penalber (BRA, 22 May 1990)",Brazil,,26-079,
09-Aug-2016,Swimming 4 x 200m Freestyle Relay Men - Olympic Games 2016,14,,Brazil,Brazil,,24-231,7:13.84
09-Aug-2016,Swimming 200m Butterfly Men - Olympic Games 2016,13,,"Leonardo de Deus (BRA, 18 Jan 1991)",Brazil,,25-204,1:56.77
09-Aug-2016,Swimming 200m Butterfly Men - Olympic Games 2016,14,,"Kaio Almeida (BRA, 19 Oct 1984)",Brazil,,31-295,1:57.45
09-Aug-2016,Swimming 200m Freestyle Women - Olympic Games 2016,12,,"Manuella Lyrio (BRA, 27 Jul 1989)",Brazil,,27-013,1:57.43
09-Aug-2016,Swimming 200m Freestyle Women - Olympic Games 2016,35,,"Larissa Oliveira (BRA, 16 Feb 1993)",Brazil,,23-175,2:00.76
09-Aug-2016,Swimming 200m Individual Medley Women - Olympic Games 2016,18,,"Joanna Maranhão (BRA, 29 Apr 1987)",Brazil,,29-102,2:13.06
08-Aug-2016,Diving 10m Platform Synchro Men - Olympic Games 2016,8,,Parisi / Oliveira,Brazil,,27-044,368.52
08-Aug-2016,Fencing Individual Sabre Women - Olympic Games 2016,33,,"Marta Centurion (BRA, 02 Mar 1992)",Brazil,,24-159,
08-Aug-2016,Gymnastics - Artistic Team Men - Olympic Games 2016,6,,Brazil,Brazil,,26-034,263.728
08-Aug-2016,Judo 57kg Women - Olympic Games 2016,1,G,"Rafaela Silva (BRA, 24 Apr 1992)",Brazil,,24-106,
08-Aug-2016,Judo 73kg Men - Olympic Games 2016,17,,"Alex Pombo (BRA, 21 Jul 1988)",Brazil,,28-018,
08-Aug-2016,Rugby Sevens Team Women - Olympic Games 2016,9,,Brazil,Brazil,,27-164,
08-Aug-2016,Shooting Trap Men - Olympic Games 2016,15,,"Roberto Schmits (BRA, 04 Feb 1969)",Brazil,,47-186,115
08-Aug-2016,Swimming 100m Backstroke Men - Olympic Games 2016,14,,"Guilherme Guido (BRA, 12 Feb 1987)",Brazil,,29-178,54.16
08-Aug-2016,Swimming 100m Backstroke Women - Olympic Games 2016,25,,"Etiene Medeiros (BRA, 24 May 1991)",Brazil,,25-076,1:01.70
08-Aug-2016,Swimming 200m Freestyle Men - Olympic Games 2016,25,,"João de Lucca (BRA, 06 Jan 1990)",Brazil,,26-215,1:47.63
08-Aug-2016,Swimming 200m Freestyle Men - Olympic Games 2016,DNS,,"Nicolas Oliveira (BRA, 04 Aug 1987)",Brazil,,29-004,
07-Aug-2016,Archery Recurve Team Women - Olympic Games 2016,9,,Brazil,Brazil,,25-309,
07-Aug-2016,Cycling - Road Road race Women - Olympic Games 2016,7,,"Flavia Oliveira (BRA, 27 Oct 1981)",Brazil,,34-285,3:51:47
07-Aug-2016,Cycling - Road Road race Women - Olympic Games 2016,OTL,,"Clemilda Fernandes (BRA, 25 Jun 1979)",Brazil,,37-043,4:14:39
07-Aug-2016,Diving 3m Springboard Synchro Women - Olympic Games 2016,8,,Veloso / Takagi,Brazil,,30-190,258.75
07-Aug-2016,Fencing Individual Foil Men - Olympic Games 2016,8,,"Guilherme Toldo (BRA, 01 Sep 1992)",Brazil,,23-341,
07-Aug-2016,Fencing Individual Foil Men - Olympic Games 2016,30,,"Ghislain Perrier (BRA, 17 May 1987)",Brazil,,29-082,
07-Aug-2016,Fencing Individual Foil Men - Olympic Games 2016,34,,"Henrique Marques (BRA, 24 Sep 1996)",Brazil,,19-318,
07-Aug-2016,Judo 52kg Women - Olympic Games 2016,5,,"Érika Miranda (BRA, 04 Jun 1987)",Brazil,,29-064,
07-Aug-2016,Judo 66kg Men - Olympic Games 2016,17,,"Charles Chibana (BRA, 12 Nov 1989)",Brazil,,26-269,
07-Aug-2016,Shooting Trap Women - Olympic Games 2016,21,,"Janice Teixeira (BRA, 20 May 1962)",Brazil,,54-079,60
07-Aug-2016,Swimming 4 x 100m Freestyle Relay Men - Olympic Games 2016,5,,Brazil,Brazil,,24-129,3:13.21
07-Aug-2016,Swimming 100m Breaststroke Men - Olympic Games 2016,5,,"João Gomes Júnior (BRA, 21 Jan 1986)",Brazil,,30-199,59.31
07-Aug-2016,Swimming 100m Breaststroke Men - Olympic Games 2016,7,,"Felipe França (BRA, 14 May 1987)",Brazil,,29-085,59.38
07-Aug-2016,Swimming 100m Butterfly Women - Olympic Games 2016,13,,"Daiene Dias (BRA, 16 May 1989)",Brazil,,27-083,58.52
07-Aug-2016,Swimming 100m Butterfly Women - Olympic Games 2016,15,,"Dainara de Paula (BRA, 25 Jul 1989)",Brazil,,27-013,58.65
06-Aug-2016,Archery Recurve Team Men - Olympic Games 2016,9,,Brazil,Brazil,,25-074,
06-Aug-2016,Cycling - Road Road race Men - Olympic Games 2016,OTL,,"Murilo Fischer (BRA, 16 Jun 1979)",Brazil,,37-051,6:41:52
06-Aug-2016,Cycling - Road Road race Men - Olympic Games 2016,DSQ,,"Kleber Ramos (BRA, 24 Aug 1985)",Brazil,,30-348,
06-Aug-2016,Fencing Individual Epee Women - Olympic Games 2016,6,,"Nathalie Moellhausen (BRA, 01 Dec 1985)",Brazil,,30-249,
06-Aug-2016,Fencing Individual Epee Women - Olympic Games 2016,31,,"Rayssa Costa (BRA, 16 Mar 1991)",Brazil,,25-143,
06-Aug-2016,Fencing Individual Epee Women - Olympic Games 2016,35,,"Amanda Netto Simeao (BRA, 02 Jun 1994)",Brazil,,22-065,
06-Aug-2016,Judo 48kg Women - Olympic Games 2016,7,,"Sarah Menezes (BRA, 26 Mar 1990)",Brazil,,26-133,
06-Aug-2016,Judo 60kg Men - Olympic Games 2016,7,,"Felipe Kitadai (BRA, 28 Jul 1989)",Brazil,,27-009,
06-Aug-2016,Shooting 10m Air Pistol Men - Olympic Games 2016,2,S,"Felipe Wu (BRA, 11 Jun 1992)",Brazil,,24-056,202.1
06-Aug-2016,Shooting 10m Air Pistol Men - Olympic Games 2016,13,,"Júlio Almeida (BRA, 23 Sep 1969)",Brazil,,46-318,577
06-Aug-2016,Shooting 10m Air Rifle Women - Olympic Games 2016,50,,"Rosane Budag (BRA, 27 Aug 1973)",Brazil,,42-345,396.9
06-Aug-2016,Swimming 4 x 100m Freestyle Relay Women - Olympic Games 2016,11,,Brazil,Brazil,,25-250,3:39.40
06-Aug-2016,Swimming 400m Freestyle Men - Olympic Games 2016,32,,"Luiz Altamir Melo (BRA, 09 May 1996)",Brazil,,20-089,3:50.82
06-Aug-2016,Swimming 400m Individual Medley Men - Olympic Games 2016,15,,"Brandonn Almeida (BRA, 16 Mar 1997)",Brazil,,19-143,4:17.25
06-Aug-2016,Swimming 400m Individual Medley Women - Olympic Games 2016,15,,"Joanna Maranhão (BRA, 29 Apr 1987)",Brazil,,29-099,4:38.88
12-Aug-2012,Athletics Marathon Men - Olympic Games 2012,5,,"Marilson dos Santos (BRA, 06 Aug 1977)",Brazil,,35-006,2:11:10
12-Aug-2012,Athletics Marathon Men - Olympic Games 2012,8,,"Paulo Roberto Paula (BRA, 08 Jul 1979)",Brazil,,33-035,2:12:17
12-Aug-2012,Athletics Marathon Men - Olympic Games 2012,13,,"Franck De Almeida (BRA, 06 Feb 1983)",Brazil,,29-188,2:13:35
12-Aug-2012,Basketball Team Men - Olympic Games 2012,5,,Brazil,Brazil,,29-177,
12-Aug-2012,Boxing Flyweight Men - Olympic Games 2012,9,,"Julião Henriques Neto (BRA, 16 Aug 1981)",Brazil,,30-362,
12-Aug-2012,Boxing Light Heavyweight Men - Olympic Games 2012,3,B,"Yamaguchi Falcão (BRA, 24 Dec 1987)",Brazil,,24-232,
12-Aug-2012,Boxing Lightweight Men - Olympic Games 2012,17,,"Robson Conceição (BRA, 25 Oct 1988)",Brazil,,23-292,
12-Aug-2012,Boxing Welterweight Men - Olympic Games 2012,17,,"Myke Carvalho (BRA, 28 Oct 1983)",Brazil,,28-289,
12-Aug-2012,Modern Pentathlon Individual Women - Olympic Games 2012,3,B,"Yane Marques (BRA, 07 Jan 1984)",Brazil,,28-218,5340
12-Aug-2012,Mountain Bike Cross Country Men - Olympic Games 2012,24,,"Valeriano Rubens Donizeti (BRA, 14 Aug 1979)",Brazil,,32-364,1:34:23
12-Aug-2012,Volleyball Team Men - Olympic Games 2012,2,S,Brazil,Brazil,,30-268,
11-Aug-2012,Athletics 4 x 100m Relay Men - Olympic Games 2012,9,,Brazil,Brazil,,26-337,38.35
11-Aug-2012,Athletics 4 x 400m Relay Women - Olympic Games 2012,14,,Brazil,Brazil,,28-106,3:32.95
11-Aug-2012,Basketball Team Women - Olympic Games 2012,9,,Brazil,Brazil,,27-106,
11-Aug-2012,Boxing Middleweight Men - Olympic Games 2012,2,S,"Esquiva Falcão (BRA, 12 Dec 1989)",Brazil,,22-243,
11-Aug-2012,Diving 10m Platform Men - Olympic Games 2012,30,,"Hugo Parisi (BRA, 01 Aug 1984)",Brazil,,28-010,363.70
11-Aug-2012,Football Team Men - Olympic Games 2012,2,S,Brazil,Brazil,,22-157,
11-Aug-2012,Handball Team Women - Olympic Games 2012,6,,Brazil,Brazil,,28-043,
11-Aug-2012,Taekwondo Heavyweight +67kg Women - Olympic Games 2012,11,,"Natália Silva (BRA, 09 May 1984)",Brazil,,28-094,
11-Aug-2012,Volleyball Team Women - Olympic Games 2012,1,G,Brazil,Brazil,,27-267,
10-Aug-2012,Athletics 4 x 100m Relay Women - Olympic Games 2012,7,,Brazil,Brazil,,24-094,42.91
10-Aug-2012,Athletics Pole Vault Men - Olympic Games 2012,NoM,,"Fábio Gomes da Silva (BRA, 04 Aug 1983)",Brazil,,29-006,
10-Aug-2012,BMX Racing Individual Men - Olympic Games 2012,32,,"Renato Rezende (BRA, 28 Feb 1991)",Brazil,,21-164,
10-Aug-2012,BMX Racing Individual Women - Olympic Games 2012,16,,"Squel Stein (BRA, 09 Jul 1991)",Brazil,,21-032,
10-Aug-2012,Sailing 470 Women - Olympic Games 2012,6,,Oliveira Horn / Barbachan,Brazil,,27-115,75
09-Aug-2012,Athletics 200m Men - Olympic Games 2012,13,,"Bruno De Barros (BRA, 07 Jan 1987)",Brazil,,25-215,20.55
09-Aug-2012,Athletics 200m Men - Olympic Games 2012,16,,"Aldemir Júnior (BRA, 08 Jun 1992)",Brazil,,20-062,20.63
09-Aug-2012,Athletics 200m Men - Olympic Games 2012,43,,"Sandro Viana (BRA, 26 Mar 1977)",Brazil,,35-136,21.05
09-Aug-2012,Athletics 800m Men - Olympic Games 2012,19,,"Fabiano Peçanha (BRA, 05 Jun 1982)",Brazil,,30-065,1:46.29
09-Aug-2012,Athletics 800m Men - Olympic Games 2012,DNS,,"Kleberson Davide (BRA, 20 Jul 1985)",Brazil,,27-020,
09-Aug-2012,Athletics Decathlon Men - Olympic Games 2012,19,,"Luiz Alberto de Araújo (BRA, 27 Jun 1987)",Brazil,,25-043,7849
09-Aug-2012,Athletics Javelin Throw Women - Olympic Games 2012,20,,"Laila Silva (BRA, 30 Jul 1982)",Brazil,,30-010,58.39
09-Aug-2012,Athletics Triple Jump Men - Olympic Games 2012,25,,"Jonathan Henrique Silva (BRA, 21 Jul 1991)",Brazil,,21-019,15.59
09-Aug-2012,Beach Volleyball Team Men - Olympic Games 2012,2,S,Emanuel / Alison,Brazil,,32-364,
09-Aug-2012,Beach Volleyball Team Men - Olympic Games 2012,5,,Ricardo / Cunha,Brazil,,33-138,
09-Aug-2012,Boxing Flyweight Women - Olympic Games 2012,9,,"Erica Matos (BRA, 24 May 1983)",Brazil,,29-077,
09-Aug-2012,Boxing Lightweight Women - Olympic Games 2012,3,B,"Adriana Araujo (BRA, 04 Nov 1981)",Brazil,,30-279,
09-Aug-2012,Boxing Middleweight Women - Olympic Games 2012,9,,"Roselli Feitosa (BRA, 15 Mar 1989)",Brazil,,23-147,
09-Aug-2012,Canoe Sprint C2 1000m Men - Olympic Games 2012,10,,Oliveira / Souza,Brazil,,21-219,3:41.484
09-Aug-2012,Equestrian - Dressage Individual Open - Olympic Games 2012,47,,Tavares de Almeida (Pastor),Brazil,,20-337,65.866
09-Aug-2012,Football Team Women - Olympic Games 2012,6,,Brazil,Brazil,,27-134,
09-Aug-2012,Open Water Swimming 10km Women - Olympic Games 2012,DNF,,"Poliana Okimoto (BRA, 08 Mar 1983)",Brazil,,29-154,
09-Aug-2012,Taekwondo Featherweight 58-68kg Men - Olympic Games 2012,5,,"Diogo Silva (BRA, 03 Jul 1982)",Brazil,,30-037,
08-Aug-2012,Athletics 200m Women - Olympic Games 2012,15,,"Evelyn dos Santos (BRA, 11 Apr 1985)",Brazil,,27-119,22.82
08-Aug-2012,Athletics 200m Women - Olympic Games 2012,33,,"Ana Claudia Lemos (BRA, 06 Nov 1988)",Brazil,,23-276,23.40
08-Aug-2012,Athletics 400m Hurdles Women - Olympic Games 2012,28,,"Jailma de Lima (BRA, 31 Dec 1986)",Brazil,,25-221,57.05
08-Aug-2012,Athletics Long Jump Women - Olympic Games 2012,11,,"Maurren Maggi (BRA, 25 Jun 1976)",Brazil,,36-044,6.37
08-Aug-2012,Beach Volleyball Team Women - Olympic Games 2012,3,B,Larissa / Juliana,Brazil,,29-250,
08-Aug-2012,Beach Volleyball Team Women - Olympic Games 2012,9,,Talita / Antonelli,Brazil,,29-072,
08-Aug-2012,Equestrian - Jumping Individual Open - Olympic Games 2012,12,,"de Miranda (AD Rahmannshof's Bogeno)",Brazil,,39-185,9.0
08-Aug-2012,Equestrian - Jumping Individual Open - Olympic Games 2012,22,,Pessoa (HH Rebozo),Brazil,,39-253,17.0
08-Aug-2012,Equestrian - Jumping Individual Open - Olympic Games 2012,45,,Reynoso Fernandez (Maestro St. Lois),Brazil,,32-176,50.0
08-Aug-2012,Equestrian - Jumping Individual Open - Olympic Games 2012,71,,Motta Ribas (Wilexo),Brazil,,39-062,42.0
08-Aug-2012,Table Tennis Team Men - Olympic Games 2012,9,,Brazil,Brazil,,33-316,
07-Aug-2012,Artistic Swimming Duet Women - Olympic Games 2012,13,,Figueira / Teixeira,Brazil,,24-157,174.100
07-Aug-2012,Athletics Discus Throw Men - Olympic Games 2012,41,,"Ronald Julião (BRA, 16 Jun 1985)",Brazil,,27-052,56.20
07-Aug-2012,Athletics High Jump Men - Olympic Games 2012,16,,"Guilherme Cobbo (BRA, 01 Oct 1987)",Brazil,,24-311,2.21
07-Aug-2012,Diving 3m Springboard Men - Olympic Games 2012,17,,"César Castro (BRA, 02 Sep 1982)",Brazil,,29-340,388.40
